sample_id,total_reads,pass_qc,reads_mapped,reference,percent_reference_coverage,median_coverage,count_minor_snv_at_or_over_5_pct,pass_fail_reason,subtype,mira_module,runid,instrument,clade,short_clade,subclade
4001337275_N90O6VQV_v1,812346,804179,130518,A_MP,100.0,10638,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,95362,A_NA_N2,100.0,5355,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,77626,A_NP,100.0,4222,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,60230,A_NS,97.1,5705,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,111979,A_PA,100.0,4060,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,82378,A_PB1,100.0,2952,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337275_N90O6VQV_v1,812346,804179,110711,A_PB2,100.0,3846,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337286_N90O6VTX_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337290_N90O6VV1_v1,33660,33388,5238,A_HA_H3,99.82,230,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337290_N90O6VV1_v1,33660,33388,6225,A_MP,100.0,482,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337290_N90O6VV1_v1,33660,33388,3124,A_NA_N2,100.0,177,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337290_N90O6VV1_v1,33660,33388,3582,A_NP,100.0,189,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337290_N90O6VV1_v1,33660,33388,1959,A_NS,97.1,179,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337290_N90O6VV1_v1,33660,33388,3944,A_PA,100.0,140,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337290_N90O6VV1_v1,33660,33388,3880,A_PB1,100.0,122,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337290_N90O6VV1_v1,33660,33388,4639,A_PB2,100.0,161,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,251860,A_HA_H3,99.82,11391,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337296_N90O6VWP_v1,1978544,1959235,326550,A_MP,100.0,25860,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,204686,A_NA_N2,100.0,11669,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,224361,A_NP,100.0,12274,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,126603,A_NS,97.1,11836,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,253086,A_PA,100.0,7560,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,175241,A_PB1,100.0,5734,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337296_N90O6VWP_v1,1978544,1959235,295618,A_PB2,100.0,7014,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,84461,A_HA_H3,99.82,3974,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337300_N90O6VXT_v1,1391144,1372922,143055,A_MP,100.0,12239,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,62841,A_NA_N2,100.0,3847,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,61488,A_NP,100.0,3581,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,31637,A_NS,97.1,3163,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,44469,A_PA,100.0,1734,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,35056,A_PB1,100.0,1301,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337300_N90O6VXT_v1,1391144,1372922,52012,A_PB2,100.0,1824,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,5521,A_HA_H3,99.82,249,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337304_N90O6VYX_v1,35894,35506,6627,A_MP,100.0,535,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,2481,A_NA_N2,100.0,140,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,3777,A_NP,100.0,205,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,1979,A_NS,97.1,179,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,4433,A_PA,100.0,141,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,4299,A_PB1,100.0,141,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337304_N90O6VYX_v1,35894,35506,5425,A_PB2,100.0,183,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,267311,A_HA_H3,99.82,11771,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337305_N90O6VZ7_v1,1996532,1975337,337031,A_MP,100.0,26339,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,212634,A_NA_N2,100.0,12131,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,234955,A_NP,100.0,12802,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,115005,A_NS,97.1,10520,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,279550,A_PA,100.0,8885,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,195301,A_PB1,100.0,6182,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337305_N90O6VZ7_v1,1996532,1975337,276261,A_PB2,100.0,8283,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337308_N90O6W01_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337309_N90O6W0B_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337311_N90O6W0V_v1,28504,28242,3024,A_HA_H3,99.82,133,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337311_N90O6W0V_v1,28504,28242,4822,A_MP,100.0,386,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337311_N90O6W0V_v1,28504,28242,2478,A_NA_N2,100.0,148,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337311_N90O6W0V_v1,28504,28242,2458,A_NP,100.0,139,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337311_N90O6W0V_v1,28504,28242,1365,A_NS,97.1,134,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337311_N90O6W0V_v1,28504,28242,4447,A_PA,100.0,96,0,Median coverage < 100,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337311_N90O6W0V_v1,28504,28242,3843,A_PB1,80.65,41,0,Less than 90% of reference covered;Median coverage < 100,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337311_N90O6W0V_v1,28504,28242,4951,A_PB2,100.0,82,0,Median coverage < 100,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,156141,A_HA_H3,99.82,7059,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337314_N90O6W1P_v1,1241522,1228270,238846,A_MP,100.0,19038,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,74794,A_NA_N2,100.0,4268,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,140806,A_NP,100.0,7811,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,115663,A_NS,97.1,10346,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,185652,A_PA,100.0,6096,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,109723,A_PB1,100.0,3927,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337314_N90O6W1P_v1,1241522,1228270,171650,A_PB2,100.0,5819,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337318_N90O6W2T_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,38,A_HA_H3,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,108,A_MP,0.0,7,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,46,A_NA_N2,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,43,A_NP,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,18,A_NS,0.0,1,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,109,A_PA,0.0,3,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,40,A_PB1,0.0,2,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337320_N90O6W3D_v1,518,511,80,A_PB2,0.0,3,0,Less than 90% of reference covered;Median coverage < 100,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337321_N90O6W3N_v1,1878468,1859751,256837,A_HA_H3,99.82,11674,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337321_N90O6W3N_v1,1878468,1859751,321190,A_MP,100.0,25406,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337321_N90O6W3N_v1,1878468,1859751,181211,A_NA_N2,100.0,10276,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337321_N90O6W3N_v1,1878468,1859751,208657,A_NP,100.0,11338,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337321_N90O6W3N_v1,1878468,1859751,116193,A_NS,97.1,10703,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337321_N90O6W3N_v1,1878468,1859751,234681,A_PA,100.0,7900,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337321_N90O6W3N_v1,1878468,1859751,190357,A_PB1,100.0,6509,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337321_N90O6W3N_v1,1878468,1859751,248909,A_PB2,100.0,7762,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,206958,A_HA_H3,99.82,9553,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337322_N90O6W3X_v1,1743394,1726350,322104,A_MP,100.0,25904,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,152786,A_NA_N2,100.0,8809,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,190916,A_NP,100.0,10578,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,113257,A_NS,97.1,10438,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,303235,A_PA,100.0,9984,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,155959,A_PB1,100.0,5639,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337322_N90O6W3X_v1,1743394,1726350,226567,A_PB2,100.0,7698,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,317679,A_HA_H3,99.82,14380,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337327_N90O6W5B_v1,2170546,2147496,383883,A_MP,100.0,30214,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,232516,A_NA_N2,100.0,13319,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,266833,A_NP,100.0,14676,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,134381,A_NS,97.1,12363,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,239034,A_PA,100.0,8689,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,217197,A_PB1,100.0,7590,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337327_N90O6W5B_v1,2170546,2147496,300735,A_PB2,100.0,10896,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337329_N90O6W5V_v1,3520,3492,446,A_HA_H3,7.34,17,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,536,A_MP,81.16,40,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,349,A_NA_N2,0.0,17,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,450,A_NP,14.7,22,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,216,A_NS,0.0,18,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,545,A_PA,6.88,16,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,407,A_PB1,0.35,13,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337329_N90O6W5V_v1,3520,3492,424,A_PB2,0.0,14,0,Less than 90% of reference covered;Median coverage < 100,H3,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337330_N90O6W65_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337339_N90O6W8N_v1,0,0,0,Undetermined,0.0,0,0,Fail,Undetermined,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,Undetermined,Undetermined,Undetermined
4001337341_N90O6W97_v1,102320,101468,9696,A_HA_H3,99.82,234,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4001337341_N90O6W97_v1,102320,101468,14719,A_MP,100.0,578,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337341_N90O6W97_v1,102320,101468,8856,A_NA_N2,100.0,240,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337341_N90O6W97_v1,102320,101468,12344,A_NP,100.0,337,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337341_N90O6W97_v1,102320,101468,8061,A_NS,97.1,367,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337341_N90O6W97_v1,102320,101468,13671,A_PA,100.0,187,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337341_N90O6W97_v1,102320,101468,8908,A_PB1,100.0,105,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4001337341_N90O6W97_v1,102320,101468,12902,A_PB2,100.0,164,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,116588,A_HA_H3,99.82,5533,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
4002020706_N90PF9PA_v1,864528,856678,134055,A_MP,100.0,10989,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,93355,A_NA_N2,100.0,5433,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,78515,A_NP,100.0,4364,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,46126,A_NS,97.1,4420,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,146642,A_PA,100.0,3311,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,95783,A_PB1,100.0,2841,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
4002020706_N90PF9PA_v1,864528,856678,120162,A_PB2,100.0,4325,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
