sample_id,total_reads,pass_qc,reads_mapped,reference,percent_reference_coverage,median_coverage,count_minor_snv_at_or_over_5_pct,pass_fail_reason,subtype,mira_module,runid,instrument,clade,short_clade,subclade
3101679058_N90NX62E_v1,790366,782015,34285,A_NS,97.1,3375,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679058_N90NX62E_v1,790366,782015,115618,A_PA,100.0,4343,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679058_N90NX62E_v1,790366,782015,82916,A_PB1,100.0,2985,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679058_N90NX62E_v1,790366,782015,127956,A_PB2,100.0,4138,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,105699,A_HA_H3,99.82,5088,3,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679069_N90NX65G_v1,764142,756047,136413,A_MP,100.0,11450,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,88227,A_NA_N2,100.0,5225,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,72990,A_NP,100.0,4152,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,35345,A_NS,97.1,3503,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,109428,A_PA,100.0,4037,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,81259,A_PB1,100.0,2854,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679069_N90NX65G_v1,764142,756047,109278,A_PB2,100.0,3910,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,71417,A_HA_H3,99.82,3519,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679070_N90NX65Q_v1,705276,697799,118861,A_MP,100.0,10235,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,75084,A_NA_N2,100.0,4552,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,54384,A_NP,100.0,3176,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,32332,A_NS,97.1,3276,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,134752,A_PA,100.0,4265,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,74945,A_PB1,100.0,1810,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679070_N90NX65Q_v1,705276,697799,107613,A_PB2,100.0,2894,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,102863,A_HA_H3,99.82,5023,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679071_N90NX660_v1,693330,686523,120374,A_MP,100.0,10480,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,70905,A_NA_N2,100.0,4335,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,80874,A_NP,100.0,4725,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,45918,A_NS,97.1,4648,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,78639,A_PA,100.0,3079,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,63681,A_PB1,100.0,2338,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679071_N90NX660_v1,693330,686523,85908,A_PB2,100.0,3331,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,47062,A_HA_H3,99.82,2355,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679073_N90NX66K_v1,447174,442560,88035,A_MP,100.0,7845,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,50249,A_NA_N2,100.0,3216,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,44533,A_NP,100.0,2723,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,28208,A_NS,97.1,2982,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,55859,A_PA,100.0,1693,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,38848,A_PB1,100.0,1157,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679073_N90NX66K_v1,447174,442560,48199,A_PB2,100.0,1514,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,78901,A_HA_H3,99.82,3592,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3101679076_N90NX67E_v1,665764,657443,97878,A_MP,100.0,8367,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,80362,A_NA_N2,100.0,4950,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,59819,A_NP,100.0,3502,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,39631,A_NS,97.1,3985,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,81342,A_PA,100.0,2833,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,48717,A_PB1,100.0,1688,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3101679076_N90NX67E_v1,665764,657443,76429,A_PB2,100.0,2557,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,118096,A_HA_H3,99.82,5737,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176725_N90OWZZK_v1,827470,818681,124666,A_MP,100.0,10379,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,93489,A_NA_N2,100.0,5546,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,82089,A_NP,100.0,4626,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,38918,A_NS,97.1,3799,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,115633,A_PA,100.0,4350,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,91590,A_PB1,100.0,3363,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176725_N90OWZZK_v1,827470,818681,134883,A_PB2,100.0,5055,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,86325,A_HA_H3,99.82,4296,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176732_N90OX00J_v1,815184,807447,107525,A_MP,100.0,9092,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,95803,A_NA_N2,100.0,5709,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,76282,A_NP,100.0,4336,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,46071,A_NS,97.1,4542,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,135962,A_PA,100.0,3488,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,86133,A_PB1,100.0,2400,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176732_N90OX00J_v1,815184,807447,143188,A_PB2,100.0,3937,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,138810,A_HA_H1,99.82,6647,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3104176738_N90OX01D_v1,1007084,997813,178363,A_MP,100.0,14636,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,136825,A_NA_N1,99.79,7783,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,119775,A_NP,100.0,6730,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,132280,A_NS,97.1,12705,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,46569,A_PA,100.0,1800,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,73309,A_PB1,100.0,2660,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176738_N90OX01D_v1,1007084,997813,145377,A_PB2,100.0,4530,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,129286,A_HA_H1,99.82,6142,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3104176739_N90OX01I_v1,869520,861996,134176,A_MP,100.0,11149,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,121621,A_NA_N1,99.79,6981,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,98167,A_NP,100.0,5494,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,102892,A_NS,97.1,9903,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,54811,A_PA,100.0,2167,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,86967,A_PB1,100.0,2817,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176739_N90OX01I_v1,869520,861996,112669,A_PB2,100.0,4098,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,34336,A_HA_H3,99.82,1625,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176740_N90OX01N_v1,427930,422417,41702,A_MP,100.0,3730,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,36822,A_NA_N2,100.0,2330,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,21972,A_NP,100.0,1335,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,16473,A_NS,97.1,1791,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,26134,A_PA,100.0,994,2,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,11067,A_PB1,100.0,334,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176740_N90OX01N_v1,427930,422417,25493,A_PB2,100.0,874,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,118358,A_HA_H3,99.82,5585,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176748_N90OX02R_v1,834622,825723,124239,A_MP,100.0,10186,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,95527,A_NA_N2,100.0,5662,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,94119,A_NP,100.0,5200,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,40215,A_NS,97.1,3817,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,117407,A_PA,100.0,4502,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,88910,A_PB1,100.0,3201,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176748_N90OX02R_v1,834622,825723,126828,A_PB2,100.0,4437,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,121163,A_HA_H3,99.82,5802,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176751_N90OX036_v1,836272,827548,118004,A_MP,100.0,9873,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,87736,A_NA_N2,100.0,5243,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,90000,A_NP,100.0,5165,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,42798,A_NS,97.1,4164,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,126176,A_PA,100.0,4906,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,89121,A_PB1,100.0,3067,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176751_N90OX036_v1,836272,827548,132900,A_PB2,100.0,4928,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,86053,A_HA_H3,99.82,3833,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176767_N90OX05E_v1,723726,717462,92426,A_MP,100.0,7761,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,90571,A_NA_N2,100.0,5351,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,91904,A_NP,100.0,5219,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,38876,A_NS,97.1,3843,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,131153,A_PA,100.0,2943,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,49890,A_PB1,100.0,1878,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176767_N90OX05E_v1,723726,717462,95285,A_PB2,100.0,3396,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,75337,A_HA_H1,99.82,3699,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3104176805_N90OX0AO_v1,876738,868422,113874,A_MP,100.0,9569,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,61624,A_NA_N1,99.79,3611,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,67870,A_NP,100.0,3838,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,82568,A_NS,97.1,8158,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,17100,A_PA,100.0,586,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,27279,A_PB1,100.0,979,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176805_N90OX0AO_v1,876738,868422,78527,A_PB2,100.0,2695,1,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,101369,A_HA_H3,99.82,4964,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176807_N90OX0AY_v1,719500,712807,117976,A_MP,100.0,9775,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,90828,A_NA_N2,100.0,5437,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,89271,A_NP,100.0,5121,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,33019,A_NS,97.1,3191,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,90927,A_PA,100.0,3393,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,70998,A_PB1,100.0,2730,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176807_N90OX0AY_v1,719500,712807,99303,A_PB2,100.0,3751,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,144649,A_HA_H1,99.82,7046,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,6B.1A.5a.2a.1,5a.2a.1,D.3
3104176819_N90OX0CM_v1,923792,915073,155187,A_MP,100.0,12962,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,129757,A_NA_N1,99.79,7353,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,111362,A_NP,100.0,6247,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,119484,A_NS,97.1,11670,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,24195,A_PA,100.0,1005,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,84655,A_PB1,100.0,2929,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176819_N90OX0CM_v1,923792,915073,124518,A_PB2,100.0,4593,0,Pass,H1N1,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,52084,A_HA_H3,99.82,2417,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176829_N90OX0E0_v1,479798,473695,71997,A_MP,100.0,6476,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,51345,A_NA_N2,100.0,3207,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,48128,A_NP,100.0,2893,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,25511,A_NS,97.1,2690,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,51617,A_PA,100.0,2064,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,33593,A_PB1,100.0,1257,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176829_N90OX0E0_v1,479798,473695,51142,A_PB2,100.0,1869,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,83459,A_HA_H3,99.82,3872,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
3104176834_N90OX0EP_v1,713014,705412,110655,A_MP,100.0,9182,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,83948,A_NA_N2,100.0,4721,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,65248,A_NP,100.0,3666,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,43411,A_NS,97.1,4043,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,121917,A_PA,100.0,2699,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,61417,A_PB1,100.0,2007,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176834_N90OX0EP_v1,713014,705412,88939,A_PB2,100.0,2501,1,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,,,
3104176849_N90OX0GS_v1,1006436,996410,140541,A_HA_H3,99.82,6567,0,Pass,H3N2,MIRA-NF-v2.0.0 illumina-flu default-config,example_mira_output_2,illumina,3C.2a1b.2a.2a.3a.1,2a.3a.1,J.2
